comment,value,organisms,proteins,EC
"#3# native PAGE, kidney enzyme <36>",,Rattus norvegicus,"#3# hoxF, alpha-subunit <8>; #3# DGC1 <36>; #3# alpha and beta subunits of complex component E1 (BCKD), a tetramer (alpha2beta2), cf. EC 1.2.4.4 <6>",1.1.1.213
#3# 1 * 37029 <12>,37029.0,Rattus norvegicus,"#3# hoxF, alpha-subunit <8>; #3# DGC1 <36>; #3# alpha and beta subunits of complex component E1 (BCKD), a tetramer (alpha2beta2), cf. EC 1.2.4.4 <6>",1.1.1.213
"#9# 1 * 37000, SDS-PAGE <13>; #3# x * 37000, SDS-PAGE <36>; #3# 1 * 37000, recombinant AKR1C17, SDS-PAGE <30>",37000.0,Rattus norvegicus,"#3# hoxF, alpha-subunit <8>; #3# DGC1 <36>; #3# alpha and beta subunits of complex component E1 (BCKD), a tetramer (alpha2beta2), cf. EC 1.2.4.4 <6>",1.1.1.213
"#9# 1 * 37000, SDS-PAGE <13>; #3# x * 37000, SDS-PAGE <36>; #3# 1 * 37000, recombinant AKR1C17, SDS-PAGE <30>",37000.0,Rattus norvegicus,['P23457'],1.1.1.213
"#9# 1 * 37000, SDS-PAGE <13>; #3# x * 37000, SDS-PAGE <36>; #3# 1 * 37000, recombinant AKR1C17, SDS-PAGE <30>",37000.0,Rattus norvegicus,"#3# hoxF, alpha-subunit <8>; #3# DGC1 <36>; #3# alpha and beta subunits of complex component E1 (BCKD), a tetramer (alpha2beta2), cf. EC 1.2.4.4 <6>",1.1.1.213
"#9# 1 * 37000, SDS-PAGE <13>; #3# x * 37000, SDS-PAGE <36>; #3# 1 * 37000, recombinant AKR1C17, SDS-PAGE <30>",37000.0,Rattus norvegicus,['P23457'],1.1.1.213
#4# 2 * 26000 <22>,26000.0,Pseudomonas sp.,,1.1.1.213
"#5# PAGE, western blot <9>",27000.0,Eubacterium sp.,,1.1.1.213
#6# gel filtration <1>,35000.0,Mesocricetus auratus,,1.1.1.213
"#7# x * 32000, about, recombinant His-tagged wild-type and mutant enzymes, SDS-PAGE <17>",32000.0,Comamonas testosteroni,,1.1.1.213
,,Spinacia oleracea,,1.1.1.214
,35000.0,Candida parapsilosis,['Q76L37'],1.1.1.214
"#4# x * 38000, recombinant isozyme CPR-C1, SDS-PAGE <3>",38000.0,Candida parapsilosis,['Q76L36'],1.1.1.214
"#4# x * 36000, recombinant isozyme CPR-C2, SDS-PAGE <3>",36000.0,Candida parapsilosis,['Q76L36'],1.1.1.214
#1# gel filtration <7>,74000.0,Escherichia coli,"#1# Q9KJF4: bbsA, Q9KJF3: bbsB <7>",1.1.1.215
"#1# 2 * 36000, SDS-PAGE <7>",36000.0,Escherichia coli,"#1# Q9KJF4: bbsA, Q9KJF3: bbsB <7>",1.1.1.215
"#11# sequence analysis, cj0415 <11>",63700.0,Campylobacter jejuni,,1.1.1.215
"#11# sequence analysis, cj0414 <11>",26900.0,Campylobacter jejuni,,1.1.1.215
"#12# 1 * 23000 + 1 * 44000 + 1 * 65000, SDS-PAGE <8>",65000.0,Gluconobacter frateurii,['A4PIB0'],1.1.1.215
"#12# 1 * 23000 + 1 * 44000 + 1 * 65000, SDS-PAGE <8>",23000.0,Gluconobacter frateurii,['A4PIB0'],1.1.1.215
"#12# 1 * 23000 + 1 * 44000 + 1 * 65000, SDS-PAGE <8>",44000.0,Gluconobacter frateurii,['A4PIB0'],1.1.1.215
#13# PAGE <12>,200000.0,Gluconobacter oxydans,['Q5FTU6'],1.1.1.215
"#13# 6 * 33200, SDS-PAGE <12>",33200.0,Gluconobacter oxydans,['Q5FTU6'],1.1.1.215
"#5# 8 * 15000, SDS-PAGE <2>",15000.0,Acetobacter pasteurianus,,1.1.1.215
"#5,6,7# gel filtration <2,3,4>",120000.0,Acetobacter ascendens,,1.1.1.215
"#5,6,7# gel filtration <2,3,4>",120000.0,Gluconacetobacter liquefaciens,,1.1.1.215
"#5,6,7# gel filtration <2,3,4>",120000.0,Acetobacter pasteurianus,,1.1.1.215
"#6# 2 * 43000 + 1 * 34000, SDS-PAGE <4>",43000.0,Gluconacetobacter liquefaciens,,1.1.1.215
"#6# 2 * 43000 + 1 * 34000, SDS-PAGE <4>",34000.0,Gluconacetobacter liquefaciens,,1.1.1.215
"#7# 3 * 40000, SDS-PAGE <3>",40000.0,Acetobacter ascendens,,1.1.1.215
#9# gel filtration <6>,72000.0,Brevibacterium ketosoreductum,,1.1.1.215
"#9# 2 * 35000, SDS-PAGE <6>",35000.0,Brevibacterium ketosoreductum,,1.1.1.215
#3# gel filtation <1>,90000.0,Ipomoea batatas,,1.1.1.216
"#3# 2 * 47000, SDS-PAGE <1>",47000.0,Ipomoea batatas,,1.1.1.216
#5# gel filtration <3>,60000.0,Aedes aegypti,['D2WKD9'],1.1.1.216
"#5# 2 * 29000, calculated <3>",29000.0,Aedes aegypti,['D2WKD9'],1.1.1.216
#6# gel filtration <4>,130000.0,Persicaria minor,,1.1.1.216
,70000.0,Persicaria minor,,1.1.1.216
,65000.0,Persicaria minor,,1.1.1.216
#1# gel filtration <1>,32000.0,Saccharomyces cerevisiae,,1.1.1.217
#1# SDS-PAGE <1>,31000.0,Saccharomyces cerevisiae,,1.1.1.217
#1# gel filtration <1>,29000.0,Cavia porcellus,,1.1.1.218
"#4# denatured enzyme, SDS-PAGE <6>",36000.0,Oryctolagus cuniculus,"#4# sequence lacks a crucial, conserved 13 amino acid loop <6>",1.1.1.218
"#4# native enzyme, gel filtration <6>; #5# denatured enzyme, SDS-PAGE <4>",31000.0,Oryctolagus cuniculus,"#4# sequence lacks a crucial, conserved 13 amino acid loop <6>",1.1.1.218
"#4# native enzyme, gel filtration <6>; #5# denatured enzyme, SDS-PAGE <4>",31000.0,Oryctolagus cuniculus,"#5# replicase polyprotein 1a <3,4,5,9>",1.1.1.218
"#4# native enzyme, gel filtration <6>; #5# denatured enzyme, SDS-PAGE <4>",31000.0,Pseudomonas putida,"#4# sequence lacks a crucial, conserved 13 amino acid loop <6>",1.1.1.218
"#4# native enzyme, gel filtration <6>; #5# denatured enzyme, SDS-PAGE <4>",31000.0,Pseudomonas putida,"#5# replicase polyprotein 1a <3,4,5,9>",1.1.1.218
"#6# denatured enzyme, SDS-PAGE <8>; #4# 1 * 38000, SDS-PAGE <6>",38000.0,Oryctolagus cuniculus,"#4# sequence lacks a crucial, conserved 13 amino acid loop <6>",1.1.1.218
"#6# denatured enzyme, SDS-PAGE <8>; #4# 1 * 38000, SDS-PAGE <6>",38000.0,Oryctolagus cuniculus,#6# carbonic anhydrase precursor <8>,1.1.1.218
"#6# denatured enzyme, SDS-PAGE <8>; #4# 1 * 38000, SDS-PAGE <6>",38000.0,Mesocricetus auratus,"#4# sequence lacks a crucial, conserved 13 amino acid loop <6>",1.1.1.218
"#6# denatured enzyme, SDS-PAGE <8>; #4# 1 * 38000, SDS-PAGE <6>",38000.0,Mesocricetus auratus,#6# carbonic anhydrase precursor <8>,1.1.1.218
"#5# 1 * 310000, SDS-PAGE <4>",310000.0,Pseudomonas putida,"#5# replicase polyprotein 1a <3,4,5,9>",1.1.1.218
#5# based on sequence data <9>,31990.0,Pseudomonas putida,"#5# replicase polyprotein 1a <3,4,5,9>",1.1.1.218
"#5,6# native enzyme, gel filtration <4,8>; #5# elecrospray mass spectrometer <9>",32000.0,Mesocricetus auratus,#6# carbonic anhydrase precursor <8>,1.1.1.218
"#5,6# native enzyme, gel filtration <4,8>; #5# elecrospray mass spectrometer <9>",32000.0,Mesocricetus auratus,"#5# replicase polyprotein 1a <3,4,5,9>",1.1.1.218
"#5,6# native enzyme, gel filtration <4,8>; #5# elecrospray mass spectrometer <9>",32000.0,Pseudomonas putida,#6# carbonic anhydrase precursor <8>,1.1.1.218
"#5,6# native enzyme, gel filtration <4,8>; #5# elecrospray mass spectrometer <9>",32000.0,Pseudomonas putida,"#5# replicase polyprotein 1a <3,4,5,9>",1.1.1.218
#17# gel filtration with Sephadex G-150 <4>,133000.0,Cryptomeria japonica,,1.1.1.219
"#3# his-tagged DFR3, SDS-PAGE <10>",40000.0,Lotus japonicus,,1.1.1.219
"#3# his-tagged DFR4b, SDS-PAGE <10>",33500.0,Lotus japonicus,,1.1.1.219
"#3# his-tagged DFR1, SDS-PAGE <10>; #3# his-tagged DFR5, SDS-PAGE <10>",40300.0,Lotus japonicus,,1.1.1.219
"#3# his-tagged DFR4a, SDS-PAGE <10>",36600.0,Lotus japonicus,,1.1.1.219
"#3# his-tagged DFR2, SDS-PAGE <10>",39900.0,Lotus japonicus,,1.1.1.219
"#32# sequence analysis <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",38670.0,Camellia sinensis,['Q9S787'],1.1.1.219
"#32# sequence analysis <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",38670.0,Camellia sinensis,['Q6DT40'],1.1.1.219
"#32# sequence analysis <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",38670.0,Camellia sinensis,['Q9S787'],1.1.1.219
"#32# sequence analysis <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",38670.0,Camellia sinensis,['Q6DT40'],1.1.1.219
"#32# x * 41000, SDS-PAGE <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",41000.0,Camellia sinensis,['Q9S787'],1.1.1.219
"#32# x * 41000, SDS-PAGE <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",41000.0,Camellia sinensis,['Q6DT40'],1.1.1.219
"#32# x * 41000, SDS-PAGE <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",41000.0,Camellia sinensis,['C4R4L0'],1.1.1.219
"#32# x * 41000, SDS-PAGE <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",41000.0,Camellia sinensis,['Q9S787'],1.1.1.219
"#32# x * 41000, SDS-PAGE <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",41000.0,Camellia sinensis,['Q6DT40'],1.1.1.219
"#32# x * 41000, SDS-PAGE <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",41000.0,Camellia sinensis,['C4R4L0'],1.1.1.219
"#32# x * 41000, SDS-PAGE <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",41000.0,Komagataella phaffii,['Q9S787'],1.1.1.219
"#32# x * 41000, SDS-PAGE <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",41000.0,Komagataella phaffii,['Q6DT40'],1.1.1.219
"#32# x * 41000, SDS-PAGE <24>; #38# x * 38670, calculated, x * 41000, SDS-PAGE of recombinant protein with fusion peptide <24>",41000.0,Komagataella phaffii,['C4R4L0'],1.1.1.219
"#40# x * 38600, SDS-PAGE <28>",38600.0,Saussurea medusa,['A5Z0G1'],1.1.1.219
,41400.0,Komagataella phaffii,['C4R4L0'],1.1.1.219
,35520.0,Brassica rapa subsp. pekinensis,['M4FB76'],1.1.1.219
,34762.0,Brassica rapa subsp. pekinensis,['M4ES88'],1.1.1.219
,35420.0,Brassica rapa subsp. pekinensis,['M4DU27'],1.1.1.219
,35420.0,Brassica rapa subsp. pekinensis,['M4ECU0'],1.1.1.219
,35420.0,Brassica rapa subsp. pekinensis,['M4DU27'],1.1.1.219
,35420.0,Brassica rapa subsp. pekinensis,['M4ECU0'],1.1.1.219
,36320.0,Brassica rapa subsp. pekinensis,['M4E7J2'],1.1.1.219
,40450.0,Brassica rapa subsp. pekinensis,['M4E7I9'],1.1.1.219
,35860.0,Brassica rapa subsp. pekinensis,['M4E380'],1.1.1.219
#6# calculated from sequence of cDNA <11>,38010.0,Citrus sinensis,,1.1.1.219
,35910.0,Brassica rapa subsp. pekinensis,['M4DU28'],1.1.1.219
,36158.0,Brassica rapa subsp. pekinensis,['M4DU26'],1.1.1.219
,39650.0,Brassica rapa subsp. pekinensis,['M4DRB9'],1.1.1.219
,34860.0,Brassica rapa subsp. pekinensis,['M4D235'],1.1.1.219
#12# gel filtration <25>,55000.0,Glycine max,"#12# aldo-keto reductase family 1 member C2, AKR1C2 <25>",1.1.1.22
#14# electrospray mass spectrometry <12>,45500.0,Streptococcus pyogenes,#14# sequence contains a putative signal sequence of 23 amino acids <12>,1.1.1.22
"#40# 1 * 50000, SDS-PAGE <53>; #15# 6 * 50000, SDS-PAGE <60>",50000.0,Capra hircus,['A1RUM9'],1.1.1.22
"#40# 1 * 50000, SDS-PAGE <53>; #15# 6 * 50000, SDS-PAGE <60>",50000.0,Pyrobaculum islandicum,['A1RUM9'],1.1.1.22
"#16# x * 52600, recombinant His6-tagged BceC, SDS-PAGE <48>",52600.0,Burkholderia cepacia,,1.1.1.22
"#2# ? * 40000, SDS-PAGE <13>",40000.0,Phaseolus vulgaris,"#2# subunits HzsA, HzsB and HzsC <13>",1.1.1.22
"#22# gel filtration, mutant containing 4-benzoyl-L-phenylalanine at position 96 <74>",120000.0,Homo sapiens,['O60701'],1.1.1.22
"#22# gel filtration, mutant containing 4-benzoyl-L-phenylalanine at position 458 <74>",360000.0,Homo sapiens,['O60701'],1.1.1.22
"#22# gel filtration, dynamic light scattering <23>",345000.0,Homo sapiens,['O60701'],1.1.1.22
"#24# x * 53100, deduced from gene sequence <21>",53100.0,Populus tremula x Populus tremuloides,['Q9SQJ1'],1.1.1.22
"#25# x * 48500, SDS-PAGE and calculated for His-tagged protein <35>",48500.0,Sphingomonas elodea,['A4UTT2'],1.1.1.22
"#25# x * 48500, SDS-PAGE and calculated for His-tagged protein <35>",48500.0,Sphingomonas elodea,['A4UTT2'],1.1.1.22
"#27# x * 43000, SDS-PAGE <27>",43000.0,Nicotiana tabacum,['Q6IVK8'],1.1.1.22
#29# gel filtration <38>,104000.0,Pseudomonas aeruginosa,['O86422'],1.1.1.22
"#29# 54500, calculated <38>",54500.0,Pseudomonas aeruginosa,['O86422'],1.1.1.22
#30# gel filtration <38>,117000.0,Pseudomonas aeruginosa,['Q9HY58'],1.1.1.22
"#30# 57400, calculated <38>",57400.0,Pseudomonas aeruginosa,['Q9HY58'],1.1.1.22
#35# Ugd-FLAG-BCAM2034 <46>,50900.0,Burkholderia cenocepacia J2315,['B4EN77'],1.1.1.22
#36# Ugd-FLAG-BCAL2946 <46>,51700.0,Burkholderia cenocepacia J2315,['B4EB36'],1.1.1.22
#37# Ugd-FLAG-BCAM0855 <46>,52100.0,Burkholderia cenocepacia J2315,['B4EMQ8'],1.1.1.22
,47200.0,Sphingomonas elodea,['A4UTT2'],1.1.1.22
"#41# x * 56300, calculated, x * 60000, SDS-PAGE <62>",60000.0,Phoma herbarum,['B5L017'],1.1.1.22
"#41# x * 56300, calculated, x * 60000, SDS-PAGE <62>",56300.0,Phoma herbarum,['B5L017'],1.1.1.22
"#45# x * 42000, SDS-PAGE, x * 43400, calculated <58>",42000.0,Streptococcus pyogenes,['Q9A0Z5'],1.1.1.22
"#45# x * 42000, SDS-PAGE, x * 43400, calculated <58>",43400.0,Streptococcus pyogenes,['Q9A0Z5'],1.1.1.22
"#49# dodecameric enzyme, gel filtration at 2 M NaCl <71>; #46# gel filtration at 2 M NaCl <71>",550000.0,Halobacterium salinarum,['Q9HQQ9'],1.1.1.22
"#49# dodecameric enzyme, gel filtration at 2 M NaCl <71>; #46# gel filtration at 2 M NaCl <71>",550000.0,Halobacterium salinarum,['D4GYH5'],1.1.1.22
"#49# dodecameric enzyme, gel filtration at 2 M NaCl <71>; #46# gel filtration at 2 M NaCl <71>",550000.0,Haloferax volcanii,['Q9HQQ9'],1.1.1.22
"#49# dodecameric enzyme, gel filtration at 2 M NaCl <71>; #46# gel filtration at 2 M NaCl <71>",550000.0,Haloferax volcanii,['D4GYH5'],1.1.1.22
"#49# dimeric enzyme, gel filtration at 2 M NaCl <71>",99000.0,Halobacterium salinarum,['Q9HQQ9'],1.1.1.22
#5# gel filtration <16>,72000.0,Escherichia coli,,1.1.1.22
#5# gel filtration <4>,86000.0,Escherichia coli,,1.1.1.22
"#40# gel filtration <53>; #5# 2 * 44000, SDS-PAGE <16>",44000.0,Escherichia coli,['A1RUM9'],1.1.1.22
"#40# gel filtration <53>; #5# 2 * 44000, SDS-PAGE <16>",44000.0,Pyrobaculum islandicum,['A1RUM9'],1.1.1.22
"#5# 2 * 47000, SDS-PAGE <3>",47000.0,Halobacterium salinarum,['Q9HQQ9'],1.1.1.22
"#5# 2 * 47000, SDS-PAGE <3>",47000.0,Halobacterium salinarum,['D4GYH5'],1.1.1.22
"#5# 2 * 47000, SDS-PAGE <3>",47000.0,Escherichia coli,['Q9HQQ9'],1.1.1.22
"#5# 2 * 47000, SDS-PAGE <3>",47000.0,Escherichia coli,['D4GYH5'],1.1.1.22
"#5# 2 * 47000, SDS-PAGE <3>",47000.0,Haloferax volcanii,['Q9HQQ9'],1.1.1.22
"#5# 2 * 47000, SDS-PAGE <3>",47000.0,Haloferax volcanii,['D4GYH5'],1.1.1.22
,48200.0,Sphingomonas sanxanigenens,['W0A856'],1.1.1.22
"#6# gel filtration, minor part of wild-type, mutant A222Q/S233G <37>",110000.0,Homo sapiens,,1.1.1.22
"#22# gel filtration <24>; #6# gel filtration, wild-type <37>",340000.0,Homo sapiens,['O60701'],1.1.1.22
"#22# gel filtration <24>; #6# gel filtration, wild-type <37>",340000.0,Homo sapiens,['O60701'],1.1.1.22
"#6# gel filtration, minor part of wild-type <37>; #22# 6 * 57000, SDS-PAGE <24>; #22# x * 57000, recombinant enzyme, SDS-PAGE <70>",57000.0,Homo sapiens,['O60701'],1.1.1.22
"#6# gel filtration, minor part of wild-type <37>; #22# 6 * 57000, SDS-PAGE <24>; #22# x * 57000, recombinant enzyme, SDS-PAGE <70>",57000.0,Homo sapiens,['O60701'],1.1.1.22
"#7# 4 * 70000, gel filtration after treatment with SDS <6>",70000.0,Rattus norvegicus,,1.1.1.22
"#7,15# gel filtration <6,60>",300000.0,Rattus norvegicus,,1.1.1.22
"#7,15# gel filtration <6,60>",300000.0,Capra hircus,,1.1.1.22
#8# equilibrium measurement under native conditions <1>,305000.0,Bos taurus,"#8# enzyme precursor <2,9,10,11>",1.1.1.22
"#14# gel filtation <12>; #20# x * 52000, SDS-PAGE <19>; #8# 6 * 52000, at pH 5.5-7.8, equilibrium measurement under native and denaturing conditions <1>; #8# 6 * 52000, gel filtration <17>",52000.0,Saccharum spp.,#14# sequence contains a putative signal sequence of 23 amino acids <12>,1.1.1.22
"#14# gel filtation <12>; #20# x * 52000, SDS-PAGE <19>; #8# 6 * 52000, at pH 5.5-7.8, equilibrium measurement under native and denaturing conditions <1>; #8# 6 * 52000, gel filtration <17>",52000.0,Saccharum spp.,"#8# enzyme precursor <2,9,10,11>",1.1.1.22
"#14# gel filtation <12>; #20# x * 52000, SDS-PAGE <19>; #8# 6 * 52000, at pH 5.5-7.8, equilibrium measurement under native and denaturing conditions <1>; #8# 6 * 52000, gel filtration <17>",52000.0,Streptococcus pyogenes,#14# sequence contains a putative signal sequence of 23 amino acids <12>,1.1.1.22
"#14# gel filtation <12>; #20# x * 52000, SDS-PAGE <19>; #8# 6 * 52000, at pH 5.5-7.8, equilibrium measurement under native and denaturing conditions <1>; #8# 6 * 52000, gel filtration <17>",52000.0,Streptococcus pyogenes,"#8# enzyme precursor <2,9,10,11>",1.1.1.22
"#14# gel filtation <12>; #20# x * 52000, SDS-PAGE <19>; #8# 6 * 52000, at pH 5.5-7.8, equilibrium measurement under native and denaturing conditions <1>; #8# 6 * 52000, gel filtration <17>",52000.0,Bos taurus,#14# sequence contains a putative signal sequence of 23 amino acids <12>,1.1.1.22
"#14# gel filtation <12>; #20# x * 52000, SDS-PAGE <19>; #8# 6 * 52000, at pH 5.5-7.8, equilibrium measurement under native and denaturing conditions <1>; #8# 6 * 52000, gel filtration <17>",52000.0,Bos taurus,"#8# enzyme precursor <2,9,10,11>",1.1.1.22
"#2# SDS-PAGE, gel filtration <2>",37000.0,Rattus norvegicus,,1.1.1.220
#1# gel filtration <1>,66000.0,Mentha x piperita,"#1# tetrathionate reductase subunit A <1,2>",1.1.1.223
#1# gel filtration with Sephacryl S-200 <2>,58000.0,Apium graveolens,,1.1.1.224
#1# gel filtration with Superose 12 <2>,53000.0,Apium graveolens,,1.1.1.224
"#5# theoretical molecular weight, calculated from cDNA sequence <8>; #1# 2 * 35000, SDS-PAGE <2>; #1# 2 * 35000, calculated from cDNA sequence <5>",35000.0,Apium graveolens,,1.1.1.224
"#5# theoretical molecular weight, calculated from cDNA sequence <8>; #1# 2 * 35000, SDS-PAGE <2>; #1# 2 * 35000, calculated from cDNA sequence <5>",35000.0,Phelipanche ramosa,,1.1.1.224
#4# gel filtration with Sephacryl S-200 <6>,33000.0,Striga hermonthica,,1.1.1.224
"#5# 1 * 37000, SDS-PAGE of recombinant enzyme <8>",37000.0,Phelipanche ramosa,,1.1.1.224
#5# gel filtration with Sephacryl S-200 <6>,27000.0,Phelipanche ramosa,,1.1.1.224
#2# gel filtration <1>,53600.0,Corynebacterium cyclohexanicum,,1.1.1.226
#2# SDS-PAGE <1>,27600.0,Corynebacterium cyclohexanicum,,1.1.1.226
#3# gel filtration <1>,70000.0,Tanacetum vulgare,"#3# W0DP88: flavin-binding subunit, W0DKT4: heme-binding subunit <1>",1.1.1.227
"#4# x * 27500, about, sequence calculation <2>",27500.0,Lavandula x intermedia,,1.1.1.227
#1# gel filtration <1>,92000.0,Salvia officinalis,#1# member of family GH57 <1>,1.1.1.228
#2# gel filtration <1>,70000.0,Tanacetum vulgare,"#2# W0DP88: flavin-binding subunit, W0DKT4: heme-binding subunit <1>",1.1.1.228
#1# SDS-PAGE <1>,63000.0,Torulaspora delbrueckii,,1.1.1.229
#1# gel filtration <1>,61000.0,Torulaspora delbrueckii,,1.1.1.229
#1# gel filtration <14>,82000.0,Salmonella enterica subsp. enterica serovar Typhimurium,,1.1.1.23
"#1# alpha,alpha, 2 * 43000, SDS-PAGE <14>",43000.0,Salmonella enterica subsp. enterica serovar Typhimurium,,1.1.1.23
"#11# recombinant enzyme expressed in SF9 cells, native PAGE <6>",100000.0,Brassica oleracea,"#11# bifunctional protein, including EC 3.5.4.10 and EC 2.1.2.3 <2>; #11# WP_010812125.1: FccA, WP_011616200.1: FccB <7>",1.1.1.23
#11# gel filtration <8>,103000.0,Brassica oleracea,"#11# bifunctional protein, including EC 3.5.4.10 and EC 2.1.2.3 <2>; #11# WP_010812125.1: FccA, WP_011616200.1: FccB <7>",1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Brucella sp.,['P24226'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Brucella sp.,['Q63Q86'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Brucella sp.,['A0A0J9X7D2'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Brucella sp.,['P9WNW9'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Burkholderia pseudomallei,['P24226'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Burkholderia pseudomallei,['Q63Q86'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Burkholderia pseudomallei,['A0A0J9X7D2'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Burkholderia pseudomallei,['P9WNW9'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Geotrichum candidum,['P24226'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Geotrichum candidum,['Q63Q86'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Geotrichum candidum,['A0A0J9X7D2'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Geotrichum candidum,['P9WNW9'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Brassica oleracea,['P24226'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Brassica oleracea,['Q63Q86'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Brassica oleracea,['A0A0J9X7D2'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Brassica oleracea,['P9WNW9'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Mycobacterium tuberculosis,['P24226'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Mycobacterium tuberculosis,['Q63Q86'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Mycobacterium tuberculosis,['A0A0J9X7D2'],1.1.1.23
"#13,23,24,26,28# 2 * 47000 <32>",47000.0,Mycobacterium tuberculosis,['P9WNW9'],1.1.1.23
"#24# gel filtration, recombinant enzyme <26>",101800.0,Mycobacterium tuberculosis,['P9WNW9'],1.1.1.23
"#24# 2 * 45378, sequence calculation, 2 * 45348, recombinant enzyme, mass spectrometry <26>",45378.0,Mycobacterium tuberculosis,['P9WNW9'],1.1.1.23
"#24# 2 * 45378, sequence calculation, 2 * 45348, recombinant enzyme, mass spectrometry <26>",45348.0,Mycobacterium tuberculosis,['P9WNW9'],1.1.1.23
"#25# about, gel filtration <32>",90000.0,Salmonella enterica subsp. enterica serovar Typhimurium,['P10370'],1.1.1.23
,49000.0,Brucella suis,['Q8G2R2'],1.1.1.23
"#3,7,10,16# sedimentation equilibrium <16>",29000.0,Geobacillus stearothermophilus,,1.1.1.23
"#3,7,10,16# sedimentation equilibrium <16>",29000.0,Bacillus subtilis,,1.1.1.23
"#3,7,10,16# sedimentation equilibrium <16>",29000.0,[Bacillus] caldolyticus,,1.1.1.23
"#3,7,10,16# sedimentation equilibrium <16>",29000.0,Sporosarcina psychrophila,,1.1.1.23
#4# gel filtration <11>,91000.0,Escherichia coli,,1.1.1.23
"#21# 2 * 52000, SDS-PAGE <32>; #4,11# alpha,alpha, 2 * 52000, SDS-PAGE <6,8,11>",52000.0,Escherichia coli,['P06988'],1.1.1.23
"#21# 2 * 52000, SDS-PAGE <32>; #4,11# alpha,alpha, 2 * 52000, SDS-PAGE <6,8,11>",52000.0,Escherichia coli,"#11# bifunctional protein, including EC 3.5.4.10 and EC 2.1.2.3 <2>; #11# WP_010812125.1: FccA, WP_011616200.1: FccB <7>",1.1.1.23
"#21# 2 * 52000, SDS-PAGE <32>; #4,11# alpha,alpha, 2 * 52000, SDS-PAGE <6,8,11>",52000.0,Escherichia coli,['P06988'],1.1.1.23
"#21# 2 * 52000, SDS-PAGE <32>; #4,11# alpha,alpha, 2 * 52000, SDS-PAGE <6,8,11>",52000.0,Escherichia coli,"#11# bifunctional protein, including EC 3.5.4.10 and EC 2.1.2.3 <2>; #11# WP_010812125.1: FccA, WP_011616200.1: FccB <7>",1.1.1.23
"#21# 2 * 52000, SDS-PAGE <32>; #4,11# alpha,alpha, 2 * 52000, SDS-PAGE <6,8,11>",52000.0,Brassica oleracea,['P06988'],1.1.1.23
"#21# 2 * 52000, SDS-PAGE <32>; #4,11# alpha,alpha, 2 * 52000, SDS-PAGE <6,8,11>",52000.0,Brassica oleracea,"#11# bifunctional protein, including EC 3.5.4.10 and EC 2.1.2.3 <2>; #11# WP_010812125.1: FccA, WP_011616200.1: FccB <7>",1.1.1.23
"#2# 2 * 30000, SDS-PAGE <1>",30000.0,[Clostridium] innocuum,,1.1.1.230
#2# gel filtration <1>,53000.0,[Clostridium] innocuum,,1.1.1.230
